Symbol,Name,Sector,Industry
ANSCU,Agriculture & Natural Solutions Acquisition Corporation Unit,,
ANSCW,Agriculture & Natural Solutions Acquisition Corporation Warrant,,
ANTX,AN2 Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ANVS,Annovis Bio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
AOD,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,Finance,Investment Managers
AOMD,Angel Oak Mortgage REIT Inc. 9.750% Senior Notes due 2030,Finance,Real Estate
AOMN,Angel Oak Mortgage REIT Inc. 9.500% Senior Notes due 2029,Finance,Real Estate
AOMR,Angel Oak Mortgage REIT Inc. Common Stock,Finance,Real Estate
AON,Aon plc Class A Ordinary Shares (Ireland),Finance,Specialty Insurers
AORT,Artivion Inc. Common Stock,Health Care,Medical/Dental Instruments
AOS,A.O. Smith Corporation Common Stock,Consumer Discretionary,Consumer Electronics/Appliances
AOUT,American Outdoor Brands Inc. Common Stock ,Consumer Discretionary,Recreational Games/Products/Toys
AP,Ampco-Pittsburgh Corporation Common Stock,Industrials,Fluid Controls
APA,APA Corporation Common Stock,Energy,Oil & Gas Production
APAC,StoneBridge Acquisition II Corporation Class A Ordinary Shares,,
APACR,StoneBridge Acquisition II Corporation Rights,,
APACU,StoneBridge Acquisition II Corporation Units,Finance,Blank Checks
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,Finance,Investment Managers
APC,ARKO Petroleum Corp. Class A Common Stock,Energy,Oil Refining/Marketing
APD,Air Products and Chemicals Inc. Common Stock,Basic Materials,Major Chemicals
APEI,American Public Education Inc. Common Stock,Real Estate,Other Consumer Services
APG,APi Group Corporation Common Stock,Consumer Discretionary,Engineering & Construction
APGE,Apogee Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
APH,Amphenol Corporation Common Stock,Technology,Electrical Products
APLD,Applied Digital Corporation Common Stock,Finance,Finance: Consumer Services
APLE,Apple Hospitality REIT Inc. Common Shares,Real Estate,Real Estate Investment Trusts
APLM,Apollomics Inc. Class A Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
APLMW,Apollomics Inc. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations
APLS,Apellis Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
APO,Apollo Global Management Inc. (New) Common Stock,Finance,Investment Managers
APO^A,Apollo Global Management Inc. 6.75% Series A Mandatory Convertible Preferred Stock,,
APOG,Apogee Enterprises Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
APOS,Apollo Global Management Inc. 7.625% Fixed-Rate Resettable Junior Subordinated Notes due 2053,Finance,Investment Managers
APP,Applovin Corporation Class A Common Stock,Technology,Computer Software: Programming Data Processing
APPF,AppFolio Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
APPN,Appian Corporation Class A Common Stock,Technology,Computer Software: Prepackaged Software
APPS,Digital Turbine Inc. Common Stock,Miscellaneous,Multi-Sector Companies
APRE,Aprea Therapeutics Inc. Common stock,Health Care,Biotechnology: Pharmaceutical Preparations
APVO,Aptevo Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
APXT,Apex Treasury Corporation Class A Ordinary Share,Technology,Computer Software: Prepackaged Software
APXTU,Apex Treasury Corporation Units,Finance,Blank Checks
APXTW,Apex Treasury Corporation Warrants,Finance,Blank Checks
APYX,Apyx Medical Corporation Common Stock,Health Care,Medical/Dental Instruments
AQB,AquaBounty Technologies Inc. Common Stock,Consumer Staples,Meat/Poultry/Fish
AQMS,Aqua Metals Inc. Common Stock,Industrials,Metal Fabrications
AQN,Algonquin Power & Utilities Corp. Common Shares,Utilities,Electric Utilities: Central
AQNB,Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1 2079,Utilities,Electric Utilities: Central
AQST,Aquestive Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
AR,Antero Resources Corporation Common Stock,Energy,Oil & Gas Production
ARAI,Arrive AI Inc. Common Stock,Consumer Discretionary,Diversified Commercial Services
ARAY,Accuray Incorporated Common Stock,Health Care,Medical/Dental Instruments
ARCB,ArcBest Corporation Common Stock,Industrials,Trucking Freight/Courier Services
ARCC,Ares Capital Corporation Common Stock,Finance,Finance: Consumer Services
ARCI,Archimedes Tech SPAC Partners III Co. Ordinary Share,,
ARCIU,Archimedes Tech SPAC Partners III Co. Units,Finance,Blank Checks
ARCIW,Archimedes Tech SPAC Partners III Co. Warrant,,
ARCLU,ARC Group Acquisition I Corp Unit,Finance,Blank Checks
ARDC,Ares Dynamic Credit Allocation Fund Inc. Common Shares,Finance,Investment Managers
ARDT,Ardent Health Inc. Common Stock,Health Care,Hospital/Nursing Management
ARDX,Ardelyx Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ARE,Alexandria Real Estate Equities Inc. Common Stock,Real Estate,Real Estate Investment Trusts
AREB,American Rebel Holdings Inc. Common Stock,Industrials,Plastic Products
AREBW,American Rebel Holdings Inc. Warrants,Industrials,Plastic Products
AREC,American Resources Corporation Class A Common Stock,Energy,Coal Mining
AREN,The Arena Group Holdings Inc. Common Stock,Technology,EDP Services
ARES,Ares Management Corporation Class A Common Stock,Finance,Investment Managers
ARES^B,Ares Management Corporation 6.75% Series B Mandatory Convertible Preferred Stock,,
ARHS,Arhaus Inc. Class A Common Stock,Consumer Discretionary,Other Specialty Stores
ARI,Apollo Commercial Real Estate Finance Inc,Real Estate,Real Estate Investment Trusts
ARKO,ARKO Corp. Common Stock,Consumer Staples,Food Chains
ARKR,Ark Restaurants Corp. Common Stock,Consumer Discretionary,Restaurants
ARL,American Realty Investors Inc. Common Stock,Real Estate,Other Consumer Services
ARLO,Arlo Technologies Inc. Common Stock,Consumer Staples,Consumer Electronics/Appliances
ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,Energy,Coal Mining
ARMK,Aramark Common Stock,Consumer Discretionary,Restaurants
ARMP,Armata Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AROC,Archrock Inc. Common Stock,Utilities,Natural Gas Distribution
AROW,Arrow Financial Corporation Common Stock,Finance,Major Banks
ARQ,Arq Inc. Common Stock,Industrials,Major Chemicals
ARQT,Arcutis Biotherapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ARR,ARMOUR Residential REIT Inc.,Real Estate,Real Estate Investment Trusts
ARR^C,ARMOUR Residential REIT Inc. 7% Series C Cumulative Redeemable Preferred Stock (liquidation preference $25.00 per share),,
ARRY,Array Technologies Inc. Common Stock,Consumer Discretionary,Miscellaneous manufacturing industries
ARTC,Art Technology Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks
ARTCU,Art Technology Acquisition Corp. Units,,
ARTCW,Art Technology Acquisition Corp. Warrants,,
ARTL,Artelo Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ARTNA,Artesian Resources Corporation Class A Common Stock,Utilities,Water Supply
ARTV,Artiva Biotherapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ARTW,Art's-Way Manufacturing Co. Inc. Common Stock,Industrials,Industrial Machinery/Components
ARVN,Arvinas Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ARW,Arrow Electronics Inc. Common Stock,Technology,Electronic Components
ARWR,Arrowhead Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ARXS,Arxis Inc. Class A Common Stock,Industrials,Military/Government/Technical
ASA,ASA  Gold and Precious Metals Limited,Industrials,Precious Metals
ASAN,Asana Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
ASB,Associated Banc-Corp Common Stock,Finance,Major Banks
ASB^E,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of 5.875% Non-Cumulative Perpetual Preferred Stock Series E,,
ASB^F,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of Associated Banc-Corp 5.625% Non-Cumulative Perpetual Preferred Stock Series F,,
ASBA,Associated Banc-Corp 6.625% Fixed-Rate Reset Subordinated Notes due 2033,Finance,Major Banks
ASBP,Aspire Biopharma Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ASBPW,Aspire Biopharma Holdings Inc. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations
ASG,Liberty All-Star Growth Fund Inc.,Finance,Investment Managers
ASGI,abrdn Global Infrastructure Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers
ASH,Ashland Inc. Common Stock,Consumer Discretionary,Specialty Chemicals
ASIX,AdvanSix Inc. Common Stock ,Industrials,Major Chemicals
ASLE,AerSale Corporation Common Stock,Consumer Discretionary,Industrial Specialties
ASMB,Assembly Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ASO,Academy Sports and Outdoors Inc. Common Stock,Consumer Discretionary,Other Specialty Stores
ASPI,ASP Isotopes Inc. Common Stock,Industrials,Major Chemicals
ASPN,Aspen Aerogels Inc. Common Stock,Consumer Discretionary,RETAIL: Building Materials
ASRT,Assertio Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ASRV,AmeriServ Financial Inc. Common Stock,Finance,Major Banks
ASST,Strive Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
ASTC,Astrotech Corporation (DE) Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments
ASTE,Astec Industries Inc. Common Stock,Industrials,Construction/Ag Equipment/Trucks
ASTH,Astrana Health Inc. Common Stock,Consumer Discretionary,Professional Services
ASTI,Ascent Solar Technologies Inc. Common Stock,Technology,Semiconductors
ASTS,AST SpaceMobile Inc. Class A Common Stock,Consumer Discretionary,Telecommunications Equipment
ASUR,Asure Software Inc Common Stock,Technology,EDP Services
ASYS,Amtech Systems Inc. Common Stock,Technology,Industrial Machinery/Components
ATEC,Alphatec Holdings Inc. Common Stock,Health Care,Medical/Dental Instruments
ATEN,A10 Networks Inc. Common Stock,Telecommunications,Computer Communications Equipment
ATER,Aterian Inc. Common Stock,Consumer Discretionary,Home Furnishings
ATEX,Anterix Inc. Common Stock,Telecommunications,Telecommunications Equipment
ATHR,Aether Holdings Inc. Common Stock,Technology,Computer Software: Prepackaged Software
ATI,ATI Inc. Common Stock,Industrials,Steel/Iron Ore
ATII,Archimedes Tech SPAC Partners II Co. Ordinary Shares,,
ATIIW,Archimedes Tech SPAC Partners II Co. Warrant,Finance,Blank Checks
ATKR,Atkore Inc. Common Stock,Miscellaneous,Industrial Machinery/Components
ATLC,Atlanticus Holdings Corporation Common Stock,Finance,Finance: Consumer Services
ATLCL,Atlanticus Holdings Corporation 6.125% Senior Notes due 2026,Finance,Finance: Consumer Services
ATLCP,Atlanticus Holdings Corporation 7.625% Series B Cumulative Perpetual Preferred Stock no par value per share,Finance,Finance: Consumer Services
ATLCZ,Atlanticus Holdings Corporation 9.25% Senior Notes due 2029,Finance,Finance: Consumer Services
ATLN,Atlantic International Corp. Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments
ATLO,Ames National Corporation Common Stock,Finance,Major Banks
ATLX,Atlas Lithium Corporation Common Stock,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
ATMU,Atmus Filtration Technologies Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
ATNI,ATN International Inc. Common Stock,Telecommunications,Telecommunications Equipment
ATNM,Actinium Pharmaceuticals Inc. (Delaware) Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ATO,Atmos Energy Corporation Common Stock,Utilities,Oil/Gas Transmission
ATOM,Atomera Incorporated Common Stock,Technology,Semiconductors
ATOS,Atossa Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ATR,AptarGroup Inc. Common Stock,Industrials,Plastic Products
ATRA,Atara Biotherapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ATRC,AtriCure Inc. Common Stock,Health Care,Medical/Dental Instruments
ATRO,Astronics Corporation Common Stock,Industrials,Military/Government/Technical
ATYR,aTyr Pharma Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AUB,Atlantic Union Bankshares Corporation Common Stock,Finance,Major Banks
AUB^A,Atlantic Union Bankshares Corporation Depositary Shares each representing a 1/400th ownership interest in a share of 6.875% Perpetual Non-Cumulative Preferred Stock Series A,,
AUBN,Auburn National Bancorporation Inc. Common Stock,Finance,Major Banks
AUGO,Aura Minerals Inc. Common Shares,,
AUID,authID Inc. Common Stock,Technology,Computer Software: Prepackaged Software
AUR,Aurora Innovation Inc. Class A Common Stock,Technology,EDP Services
AURA,Aura Biosciences Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AUROW,Aurora Innovation Inc. Warrant,Technology,EDP Services
AUUD,Auddia Inc. Common Stock,Technology,EDP Services
AVA,Avista Corporation Common Stock,Utilities,Power Generation
AVAH,Aveanna Healthcare Holdings Inc. Common Stock,Health Care,Medical/Nursing Services
AVAV,AeroVironment Inc. Common Stock,Industrials,Aerospace
AVB,AvalonBay Communities Inc. Common Stock,Real Estate,Real Estate Investment Trusts
AVBC,Avidia Bancorp Inc. Common Stock,Finance,Banks
AVBH,Avidbank Holdings Inc. Common stock,Finance,Commercial Banks
AVBP,ArriVent BioPharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
AVD,American Vanguard Corporation Common Stock ($0.10 Par Value),Industrials,Agricultural Chemicals
AVGO,Broadcom Inc. Common Stock,Technology,Semiconductors
AVIR,Atea Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
AVK,Advent Convertible and Income Fund,Finance,Trusts Except Educational Religious and Charitable
AVLN,Avalyn Pharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
AVNS,Avanos Medical Inc. Common Stock,Health Care,Industrial Specialties
AVNT,Avient Corporation Common Stock,Industrials,Major Chemicals
AVNW,Aviat Networks Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
AVO,Mission Produce Inc. Common Stock,Consumer Staples,Farming/Seeds/Milling
AVPT,AvePoint Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
AVR,Anteris Technologies Global Corp. Common Stock,Health Care,Industrial Specialties
AVT,Avnet Inc. Common Stock,Technology,Electronic Components
AVTR,Avantor Inc. Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments
AVTX,Avalo Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
AVXL,Anavex Life Sciences Corp. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AVY,Avery Dennison Corporation Common Stock,Consumer Discretionary,Containers/Packaging
AWF,Alliancebernstein Global High Income Fund,Finance,Trusts Except Educational Religious and Charitable
AWI,Armstrong World Industries Inc Common Stock,Industrials,Plastic Products
AWK,American Water Works Company Inc. Common Stock,Utilities,Water Supply
AWP,abrdn Global Premier Properties Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
AWR,American States Water Company Common Stock,Utilities,Water Supply
AWRE,Aware Inc. Common Stock,Technology,Computer Software: Prepackaged Software
AWX,Avalon Holdings Corporation Common Stock,Utilities,Environmental Services
AX,Axos Financial Inc. Common Stock,Finance,Savings Institutions
AXGN,Axogen Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AXON,Axon Enterprise Inc. Common Stock,Industrials,Ordnance And Accessories
AXP,American Express Company Common Stock,Finance,Finance: Consumer Services
AXR,AMREP Corporation Common Stock,Real Estate,Homebuilding
AXSM,Axsome Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
AXTA,Axalta Coating Systems Ltd. Common Shares,Consumer Discretionary,Paints/Coatings
AXTI,AXT Inc Common Stock,Technology,Semiconductors
AYI,Acuity Inc. Common Stock,Consumer Discretionary,Building Products
